"ID"|"Line"|"Link"|"Type"|"Message"
01630|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01630.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01631|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01631.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01632|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01632.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01633|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01633.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01634|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01634.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01635|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01635.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01636|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01636.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01637|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01637.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01638|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01638.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01639|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01639.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01640|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01640.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01641|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01641.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01642|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01642.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01643|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01643.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01644|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01644.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01645|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01645.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01646|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01646.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01647|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01647.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01648|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01648.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01649|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01649.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01650|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01650.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01651|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01651.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01652|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01652.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01653|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01653.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01654|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01654.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01655|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01655.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01656|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01656.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01657|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01657.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01657|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01657.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01658|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01658.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01658|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01658.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01659|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01659.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01659|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01659.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01660|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01660.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01660|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01660.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01661|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01661.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01661|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01661.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01662|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01662.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01662|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01662.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01663|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01663.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01663|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01663.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01664|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01664.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01664|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01664.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01665|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01665.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01665|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01665.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01666|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01666.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01666|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01666.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01667|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01667.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01667|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01667.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01668|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01668.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01668|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01668.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01669|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01669.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01669|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01669.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01670|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01670.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01670|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01670.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01671|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01671.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01671|71|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01671.java#L71"",""Github"")"|argument|incompatible argument for parameter arg0 of setHeader.
01672|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01672.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01673|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01673.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01674|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01674.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01675|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01675.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01676|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01676.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01677|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01677.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01678|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01678.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01679|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01679.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01680|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01680.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01681|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01681.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01682|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01682.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01683|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01683.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01684|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01684.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01685|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01685.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01686|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01686.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01687|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01687.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01687|94|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01687.java#L94"",""Github"")"|argument|incompatible argument for parameter dir of exec.
01688|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01688.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01689|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01689.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01690|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01690.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01691|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01691.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01692|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01692.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01692|81|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01692.java#L81"",""Github"")"|argument|incompatible argument for parameter dir of exec.
01693|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01693.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01693|81|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01693.java#L81"",""Github"")"|argument|incompatible argument for parameter dir of exec.
01694|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01694.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01695|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01695.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01696|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01696.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01697|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01697.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01698|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01698.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01699|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01699.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01700|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01700.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01701|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01701.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01702|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01702.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01703|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01703.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01704|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01704.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01705|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01705.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01706|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01706.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01707|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01707.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01708|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01708.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
01709|41|"=HYPERLINK(""https://github.com/nimakarimipour/BenchmarkJavaGradle/blob/af21eedf31cc9778b6daf9084c205cb8ccad018e/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01709.java#L41"",""Github"")"|argument|incompatible argument for parameter arg0 of setContentType.
